Protein	gene	Indistinguishable.Proteins	Description	ko_id
753	P30860	MEGAHIT-MetaBAT2-S967.229_contig_6869679_22		rank: C;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9] (db=kegg)	K02371
754	P30872	MEGAHIT-MetaBAT2-S967.229_contig_6869679_4		rank: C;methylglyoxal synthase [EC:4.2.3.3] (db=kegg)	K01734
755	P30874	MEGAHIT-MetaBAT2-S967.229_contig_6869679_6		rank: C;elongation factor Ts (db=kegg)	K02357
756	P30880	MEGAHIT-MetaBAT2-S967.229_contig_6869681_10		rank: C;phosphoglucomutase [EC:5.4.2.2] (db=kegg)	K01835
757	P30885	MEGAHIT-MetaBAT2-S967.229_contig_6869681_3		rank: C;pantoate--beta-alanine ligase [EC:6.3.2.1] (db=kegg)	K01918
758	P30897	MEGAHIT-MetaBAT2-S967.229_contig_6869684_16		rank: C;heat shock protein HtpX [EC:3.4.24.-] (db=kegg)	K03799
759	P30898	MEGAHIT-MetaBAT2-S967.229_contig_6869684_17		rank: C;DNA gyrase subunit B [EC:5.6.2.2] (db=kegg)	K02470
760	P30912	MEGAHIT-MetaBAT2-S967.229_contig_6869686_21		rank: C;methyl-accepting chemotaxis protein (db=kegg)	K03406
761	P30921	MEGAHIT-MetaBAT2-S967.229_contig_6869687_4		rank: D;Sodium:dicarboxylate symporter family [PF00375.23] (db=pfam)	NA
762	P30935	MEGAHIT-MetaBAT2-S967.229_contig_6869693_2		rank: C;lysyl-tRNA synthetase, class II [EC:6.1.1.6] (db=kegg)	K04567
763	P31091	MEGAHIT-MetaBAT2-S968.138_contig_2051432_10		rank: C;DNA gyrase subunit A [EC:5.6.2.2] (db=kegg)	K02469
764	P31148	MEGAHIT-MetaBAT2-S968.13_contig_6351449_7	MEGAHIT-MetaBAT2-S970.191_contig_2451139_20	rank: C;methyl-galactoside transport system permease protein (db=kegg)	K10541
765	P31180	MEGAHIT-MetaBAT2-S968.13_contig_6351479_3		rank: C;two-component system, response regulator, stage 0 sporulation protein A (db=kegg)	K07699
766	P31189	MEGAHIT-MetaBAT2-S968.13_contig_6351498_2		rank: D;Domain of unknown function (DUF4349) [PF14257.11] (db=pfam)	NA
767	P31245	MEGAHIT-MetaBAT2-S968.13_contig_6351560_3		rank: C;acetyl-CoA synthase [EC:2.3.1.169] (db=kegg)	K14138
768	P31246	MEGAHIT-MetaBAT2-S968.13_contig_6351560_9		rank: D;SPFH domain-Band 7 family [PF13421.11];Double zinc ribbon [PF12773.12];DNA polymerase II large subunit DP2 [PF03833.18] (db=pfam)	NA
769	P31258	MEGAHIT-MetaBAT2-S968.13_contig_6351569_6		rank: C;multiple sugar transport system permease protein (db=kegg)	K02026
770	P31294	MEGAHIT-MetaBAT2-S968.13_contig_6351602_3		rank: D;Carbon monoxide dehydrogenase subunit alpha N-terminal domain [PF18537.6] (db=pfam)	NA
771	P31310	MEGAHIT-MetaBAT2-S968.13_contig_6351617_11		rank: C;small subunit ribosomal protein S8 (db=kegg)	K02994
772	P31321	MEGAHIT-MetaBAT2-S968.13_contig_6351620_10		rank: C;glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] (db=kegg)	K00975
773	P31324	MEGAHIT-MetaBAT2-S968.13_contig_6351628_2		rank: C;cell division initiation protein (db=kegg)	K04074
774	P31368	MEGAHIT-MetaBAT2-S968.150_contig_1399240_9		rank: C;cell division protein FtsZ (db=kegg)	K03531
775	P31445	MEGAHIT-MetaBAT2-S968.241_contig_1689116_10		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
776	P31542	MEGAHIT-MetaBAT2-S969.89_contig_3779559_2		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
777	P31597	MEGAHIT-MetaBAT2-S970.119_contig_4140713_4	MEGAHIT-MetaBAT2-S973.219_contig_4980364_9	rank: C;lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-] (db=kegg)	K09810
778	P31603	MEGAHIT-MetaBAT2-S970.119_contig_4140719_19	group10_bins.7_contig_57008_22	rank: C;biopolymer transport protein ExbB (db=kegg)	K03561
779	P31698	MEGAHIT-MetaBAT2-S970.119_contig_4140913_3		rank: D;CarboxypepD_reg-like domain [PF13715.11] (db=pfam)	NA
780	P31822	MEGAHIT-MetaBAT2-S970.191_contig_2451081_2		rank: C;small subunit ribosomal protein S7 (db=kegg)	K02992
781	P31864	MEGAHIT-MetaBAT2-S970.191_contig_2451121_6		rank: C;glucosamine-6-phosphate deaminase [EC:3.5.99.6] (db=kegg)	K02564
782	P31903	MEGAHIT-MetaBAT2-S970.191_contig_2451152_6		rank: C;acetate kinase [EC:2.7.2.1] (db=kegg)	K00925
783	P31905	MEGAHIT-MetaBAT2-S970.191_contig_2451156_3	MEGAHIT-MetaBAT2-S978.150_contig_345369_7	rank: C;ribosome recycling factor (db=kegg)	K02838
784	P31951	MEGAHIT-MetaBAT2-S970.199_contig_3441814_2		rank: C;maltose transport system substrate-binding protein (db=kegg)	K25086
785	P32048	MEGAHIT-MetaBAT2-S970.241_contig_107658_6		rank: E	NA
786	P32073	MEGAHIT-MetaBAT2-S970.241_contig_107714_40		rank: E	NA
787	P32084	MEGAHIT-MetaBAT2-S970.241_contig_107743_19		rank: D;CarboxypepD_reg-like domain [PF13715.11] (db=pfam)	NA
788	P32086	MEGAHIT-MetaBAT2-S970.241_contig_107762_6		rank: C;rubrerythrin (db=kegg)	K19824
789	P32113	MEGAHIT-MetaBAT2-S970.51_contig_6451536_1		rank: D;Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];Flavin-binding monooxygenase-like [PF00743.24];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11];NADH:flavin oxidoreductase / NADH oxidase family [PF00724.25];Pyridine nucleotide-disulphide oxidoreductase [PF00070.32];NAD(P)-binding Rossmann-like domain [PF13450.11];FAD binding domain [PF01494.24];FAD dependent oxidoreductase [PF12831.12];FAD binding domain [PF00890.29];HI0933-like protein Rossmann domain [PF03486.19] (db=pfam)	NA
790	P32115	MEGAHIT-MetaBAT2-S970.51_contig_6451559_7		rank: E	NA
791	P32118	MEGAHIT-MetaBAT2-S970.51_contig_6451575_1		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
792	P32125	MEGAHIT-MetaBAT2-S970.51_contig_6451612_1		rank: E	NA
793	P32130	MEGAHIT-MetaBAT2-S970.51_contig_6451639_11		rank: C;carbon starvation protein (db=kegg)	K06200
794	P32160	MEGAHIT-MetaBAT2-S971.10_contig_1417421_8		rank: E	NA
795	P32182	MEGAHIT-MetaBAT2-S971.10_contig_1417468_42		rank: C;N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28] (db=kegg)	K01448
796	P32259	MEGAHIT-MetaBAT2-S971.50_contig_3457663_8		rank: D;GGGtGRT protein [PF14057.11] (db=pfam)	NA
797	P32329	MEGAHIT-MetaBAT2-S972.40_contig_3573244_1		rank: D;Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.27] (db=pfam)	NA
798	P32443	MEGAHIT-MetaBAT2-S972.40_contig_3573418_1	MEGAHIT-MetaBAT2-S983.160_contig_1010763_1	rank: E	NA
799	P32469	MEGAHIT-MetaBAT2-S972.40_contig_3573450_5		rank: D;Cytidylate kinase-like family [PF13189.11] (db=pfam)	NA
800	P32485	MEGAHIT-MetaBAT2-S972.40_contig_3573473_5		rank: C;starch synthase [EC:2.4.1.21] (db=kegg)	K00703
801	P32511	MEGAHIT-MetaBAT2-S972.40_contig_3573513_3		rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)	K04771
802	P32689	MEGAHIT-MetaBAT2-S973.125_contig_3453269_13		rank: D;Kinase/pyrophosphorylase [PF03618.19] (db=pfam)	NA
803	P32831	MEGAHIT-MetaBAT2-S973.125_contig_3453305_16		rank: C;transcription termination/antitermination protein NusG (db=kegg)	K02601
804	P32990	MEGAHIT-MetaBAT2-S973.125_contig_3453348_5		rank: E	NA
805	P33028	MEGAHIT-MetaBAT2-S973.125_contig_3453360_3		rank: E	NA
806	P33064	MEGAHIT-MetaBAT2-S973.125_contig_3453381_8		rank: E	NA
807	P33105	MEGAHIT-MetaBAT2-S973.125_contig_3453383_9		rank: C;protein deglycase [EC:3.5.1.124] (db=kegg)	K03152
808	P33133	MEGAHIT-MetaBAT2-S973.125_contig_3453389_38		rank: C;large subunit ribosomal protein L21 (db=kegg)	K02888
809	P33288	MEGAHIT-MetaBAT2-S973.204_contig_4943465_36		rank: C;basic membrane protein A and related proteins (db=kegg)	K07335
810	P33324	MEGAHIT-MetaBAT2-S973.219_contig_4980348_22		rank: C;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] (db=kegg)	K00059
811	P33330	MEGAHIT-MetaBAT2-S973.219_contig_4980350_2		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
812	P33380	MEGAHIT-MetaBAT2-S973.219_contig_4980376_25		rank: C;small subunit ribosomal protein S2 (db=kegg)	K02967
813	P33489	MEGAHIT-MetaBAT2-S973.219_contig_4980472_1		rank: C;2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12] (db=kegg)	K15633
814	P33551	MEGAHIT-MetaBAT2-S973.28_contig_1449685_17		rank: C;elongation factor Tu (db=kegg)	K02358
815	P33663	MEGAHIT-MetaBAT2-S974.62_contig_6914390_10		rank: D;SPFH domain / Band 7 family [PF01145.30] (db=pfam)	NA
816	P33676	MEGAHIT-MetaBAT2-S974.91_contig_4023549_3		rank: C;argininosuccinate synthase [EC:6.3.4.5] (db=kegg)	K01940
817	P33677	MEGAHIT-MetaBAT2-S974.91_contig_4023550_3		rank: C;TRAP-type transport system periplasmic protein (db=kegg)	K21395
818	P33704	MEGAHIT-MetaBAT2-S974.91_contig_4023637_2		rank: C;phosphoglucomutase [EC:5.4.2.2] (db=kegg)	K01835
819	P33753	MEGAHIT-MetaBAT2-S974.91_contig_4023859_3		rank: C;trigger factor (db=kegg)	K03545
820	P33859	MEGAHIT-MetaBAT2-S975.132_contig_1872189_4		rank: C;CO dehydrogenase maturation factor (db=kegg)	K07321
821	P33863	MEGAHIT-MetaBAT2-S975.132_contig_1872191_17		rank: C;NADH-quinone oxidoreductase subunit E [EC:7.1.1.2] (db=kegg)	K00334
822	P33864	MEGAHIT-MetaBAT2-S975.132_contig_1872191_37		rank: C;trigger factor (db=kegg)	K03545
823	P33878	MEGAHIT-MetaBAT2-S975.132_contig_1872197_11		rank: C;glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] (db=kegg)	K00975
824	P33898	MEGAHIT-MetaBAT2-S975.132_contig_1872200_19		rank: C;glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2] (db=kegg)	K00603
825	P33915	MEGAHIT-MetaBAT2-S975.132_contig_1872210_28		rank: C;histidine ammonia-lyase [EC:4.3.1.3] (db=kegg)	K01745
826	P33930	MEGAHIT-MetaBAT2-S975.132_contig_1872217_79		rank: C;methionyl-tRNA synthetase [EC:6.1.1.10] (db=kegg)	K01874
827	P33967	MEGAHIT-MetaBAT2-S975.132_contig_1872228_52		rank: D;Domain of unknown function (DUF4867) [PF16161.10] (db=pfam)	NA
828	P33993	MEGAHIT-MetaBAT2-S975.132_contig_1872231_7		rank: C;multiple sugar transport system substrate-binding protein (db=kegg)	K02027
829	P34001	MEGAHIT-MetaBAT2-S975.132_contig_1872232_2		rank: C;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245] (db=kegg)	K00194
830	P34004	MEGAHIT-MetaBAT2-S975.132_contig_1872232_4		rank: C;5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258] (db=kegg)	K15023
831	P34030	MEGAHIT-MetaBAT2-S975.132_contig_1872238_76		rank: D;Glycoside hydrolase 120, insertion domain [PF21258.2] (db=pfam)	NA
832	P34052	MEGAHIT-MetaBAT2-S975.132_contig_1872249_29		rank: C;small subunit ribosomal protein S10 (db=kegg)	K02946
833	P34154	MEGAHIT-MetaBAT2-S975.132_contig_1872272_95		rank: C;carbamoyl-phosphate synthase large subunit [EC:6.3.5.5] (db=kegg)	K01955
834	P34171	MEGAHIT-MetaBAT2-S975.132_contig_1872280_67		rank: C;glutamate synthase (NADPH) small chain [EC:1.4.1.13] (db=kegg)	K00266
835	P34179	MEGAHIT-MetaBAT2-S975.132_contig_1872280_99		rank: C;elongation factor G (db=kegg)	K02355
836	P34185	MEGAHIT-MetaBAT2-S975.132_contig_1872281_8		rank: C;V/A-type H+/Na+-transporting ATPase subunit C (db=kegg)	K02119
837	P34266	MEGAHIT-MetaBAT2-S975.180_contig_110745_1		rank: D;Periplasmic binding protein domain [PF13407.11];Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.26] (db=pfam)	NA
838	P34282	MEGAHIT-MetaBAT2-S976.157_contig_1828711_2		rank: D;Starch-binding associating with outer membrane [PF12771.12];Susd and RagB outer membrane lipoprotein [PF12741.12] (db=pfam)	NA
839	P34285	MEGAHIT-MetaBAT2-S976.157_contig_1828718_2		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
840	P34295	MEGAHIT-MetaBAT2-S976.157_contig_1828843_1	MEGAHIT-MetaBAT2-S976.157_contig_1829085_1	rank: C;glycoside/pentoside/hexuronide:cation symporter, GPH family (db=kegg)	K03292
841	P34379	MEGAHIT-MetaBAT2-S976.24_contig_3668688_3		rank: C;rubrerythrin (db=kegg)	K19824
842	P34391	MEGAHIT-MetaBAT2-S976.24_contig_3668768_12		rank: E	NA
843	P34725	MEGAHIT-MetaBAT2-S976.28_contig_4500995_15		rank: D;Outer membrane lipoprotein [PF13525.11] (db=pfam)	NA
844	P35017	MEGAHIT-MetaBAT2-S978.150_contig_345457_4		rank: D;Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.27] (db=pfam)	NA
845	P35107	MEGAHIT-MetaBAT2-S978.150_contig_345540_4		rank: D;Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain [PF02882.24];Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain [PF00763.28] (db=pfam)	NA
846	P35128	MEGAHIT-MetaBAT2-S978.150_contig_345561_8		rank: C;polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] (db=kegg)	K00962
847	P35210	MEGAHIT-MetaBAT2-S979.51_contig_4518112_79		rank: C;molecular chaperone DnaK (db=kegg)	K04043
848	P35219	MEGAHIT-MetaBAT2-S979.51_contig_4518126_1		rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)	K01006
849	P35232	MEGAHIT-MetaBAT2-S979.62_contig_5177256_24		rank: C;cell division protein FtsZ (db=kegg)	K03531
850	P35239	MEGAHIT-MetaBAT2-S979.62_contig_5177262_5		rank: C;fructoselysine-6-phosphate deglycase (db=kegg)	K19510
851	P35254	MEGAHIT-MetaBAT2-S979.62_contig_5177296_9		rank: C;3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157] (db=kegg)	K00074
852	P35255	MEGAHIT-MetaBAT2-S979.62_contig_5177298_12		rank: C;peptide/nickel transport system substrate-binding protein (db=kegg)	K02035
853	P35257	MEGAHIT-MetaBAT2-S979.62_contig_5177299_5		rank: C;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] (db=kegg)	K03737
854	P35325	MEGAHIT-MetaBAT2-S979.94_contig_4634300_1		rank: D;Aldehyde dehydrogenase family [PF00171.27] (db=pfam)	NA
855	P35341	MEGAHIT-MetaBAT2-S979.94_contig_4634325_41		rank: C;alanyl-tRNA synthetase [EC:6.1.1.7] (db=kegg)	K01872
856	P35404	MEGAHIT-MetaBAT2-S979.94_contig_4634382_39		rank: C;repressor LexA [EC:3.4.21.88] (db=kegg)	K01356
857	P35439	MEGAHIT-MetaBAT2-S979.94_contig_4634429_18		rank: C;basic membrane protein A and related proteins (db=kegg)	K07335
858	P35480	MEGAHIT-MetaBAT2-S980.38_contig_100528_5		rank: E	NA
859	P35495	MEGAHIT-MetaBAT2-S980.38_contig_100578_1		rank: C;basic membrane protein A and related proteins (db=kegg)	K07335
860	P35501	MEGAHIT-MetaBAT2-S980.38_contig_100617_1		rank: D;S-layer homology domain [PF00395.25] (db=pfam)	NA
861	P35646	MEGAHIT-MetaBAT2-S981.125_contig_5192602_1		rank: D;BspA type Leucine rich repeat region (6 copies) [PF13306.11] (db=pfam)	NA
862	P35744	MEGAHIT-MetaBAT2-S981.125_contig_5192647_2		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
863	P35859	MEGAHIT-MetaBAT2-S981.154_contig_1630171_18		rank: D;CarboxypepD_reg-like domain [PF13715.11];TonB dependent receptor-like, beta-barrel [PF00593.29] (db=pfam)	NA
864	P35884	MEGAHIT-MetaBAT2-S981.154_contig_1630187_1		rank: D;CarboxypepD_reg-like domain [PF13715.11] (db=pfam)	NA
865	P35959	MEGAHIT-MetaBAT2-S981.154_contig_1630311_2		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
866	P35979	MEGAHIT-MetaBAT2-S981.154_contig_1630341_5		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
867	P35980	MEGAHIT-MetaBAT2-S981.154_contig_1630341_6		rank: D;TonB dependent receptor-like, beta-barrel [PF00593.29] (db=pfam)	NA
868	P35994	MEGAHIT-MetaBAT2-S981.154_contig_1630365_3		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
869	P36009	MEGAHIT-MetaBAT2-S981.154_contig_1630376_14		rank: D;ATP synthase subunit C [PF00137.26] (db=pfam)	NA
870	P36021	MEGAHIT-MetaBAT2-S981.154_contig_1630393_1		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
871	P36057	MEGAHIT-MetaBAT2-S981.154_contig_1630444_5		rank: D;Starch-binding associating with outer membrane [PF12771.12];Susd and RagB outer membrane lipoprotein [PF12741.12] (db=pfam)	NA
872	P36072	MEGAHIT-MetaBAT2-S981.154_contig_1630485_1		rank: E	NA
873	P36073	MEGAHIT-MetaBAT2-S981.154_contig_1630485_2		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
874	P36253	MEGAHIT-MetaBAT2-S983.160_contig_1010786_8		rank: C;glutamine synthetase [EC:6.3.1.2] (db=kegg)	K01915
875	P36254	MEGAHIT-MetaBAT2-S983.160_contig_1010787_6		rank: C;modulator of FtsH protease HflK (db=kegg)	K04088
876	P36342	MEGAHIT-MetaBAT2-S983.173_contig_59661_1		rank: C;large subunit ribosomal protein L21 (db=kegg)	K02888
877	P36357	MEGAHIT-MetaBAT2-S983.173_contig_59728_3		rank: C;small subunit ribosomal protein S6 (db=kegg)	K02990
878	P36369	MEGAHIT-MetaBAT2-S983.173_contig_59794_7		rank: C;glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] (db=kegg)	K00975
879	P36385	MEGAHIT-MetaBAT2-S983.173_contig_59859_6		rank: C;N-acetylneuraminate lyase [EC:4.1.3.3] (db=kegg)	K01639
880	P36410	MEGAHIT-MetaBAT2-S983.18_contig_3492525_46		rank: C;flagellin (db=kegg)	K02406
881	P36450	MEGAHIT-MetaBAT2-S983.33_contig_5576658_36		rank: C;oleate hydratase [EC:4.2.1.53] (db=kegg)	K10254
882	P36747	MEGAHIT-MetaBAT2-S984.21_contig_1685463_9		rank: E	NA
883	P36760	MEGAHIT-MetaBAT2-S984.21_contig_1685716_3		rank: C;2-dehydro-3-deoxygluconokinase [EC:2.7.1.45] (db=kegg)	K00874
884	P36805	MEGAHIT-MetaBAT2-S985.24_contig_3740216_1		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
885	P36848	MEGAHIT-MetaBAT2-S985.24_contig_3740341_3		rank: E	NA
886	P36873	MEGAHIT-MetaBAT2-S985.24_contig_3740387_3		rank: E	NA
887	P36966	MEGAHIT-MetaBAT2-S985.50_contig_2308610_1		rank: E	NA
888	P37143	MEGAHIT-MetaBAT2-S985.50_contig_2308809_3		rank: D;Glycosyl transferases group 1 [PF00534.25];Glycosyl transferases group 1 [PF13692.11];Family 4 Glycosyltransferase in conflict systems [PF20706.2];Starch synthase catalytic domain [PF08323.16];Glycosyl transferase 4-like domain [PF13579.11];Glycosyltransferase Family 4 [PF13439.11] (db=pfam)	NA
889	P37393	MEGAHIT-MetaBAT2-S986.50_contig_2775521_17		rank: D;SPFH domain-Band 7 family [PF13421.11];Double zinc ribbon [PF12773.12] (db=pfam)	NA
890	P37421	MEGAHIT-MetaBAT2-S986.50_contig_2775640_3		rank: C;ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-] (db=kegg)	K16898
891	P37453	MEGAHIT-MetaBAT2-S986.76_contig_2124180_2		rank: C;glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] (db=kegg)	K00975
892	P37557	MEGAHIT-MetaBAT2-S986.76_contig_2124460_3		rank: C;formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10] (db=kegg)	K05299
893	P37566	MEGAHIT-MetaBAT2-S986.76_contig_2124469_5		rank: C;large subunit ribosomal protein L17 (db=kegg)	K02879
894	P37598	MEGAHIT-MetaBAT2-S986.81_contig_6642146_1		rank: E	NA
895	P37601	MEGAHIT-MetaBAT2-S986.81_contig_6642161_1		rank: D;Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.29] (db=pfam)	NA
896	P37753	MEGAHIT-MetaBAT2-S988.179_contig_98914_3		rank: C;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] (db=kegg)	K01610
897	P37801	MEGAHIT-MetaBAT2-S988.9_contig_3041306_19		rank: C;large subunit ribosomal protein L6 (db=kegg)	K02933
898	P37806	MEGAHIT-MetaBAT2-S988.9_contig_3041316_26		rank: C;chemotaxis protein MotB (db=kegg)	K02557
899	P37954	MEGAHIT-MetaBAT2-S990.131_contig_6877084_12		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
900	P38167	MEGAHIT-MetaBAT2-S992.171_contig_6791455_5		rank: E	NA
901	P38234	MEGAHIT-MetaBAT2-S992.171_contig_6791585_12		rank: C;zinc protease [EC:3.4.24.-] (db=kegg)	K07263
902	P38252	MEGAHIT-MetaBAT2-S992.171_contig_6791627_3		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
903	P38383	MEGAHIT-MetaBAT2-S993.109_contig_3807242_18		rank: C;cellobiose transport system substrate-binding protein (db=kegg)	K10240
904	P38470	MEGAHIT-MetaBAT2-S993.160_contig_3109615_3		rank: C;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245] (db=kegg)	K00194
905	P38593	MEGAHIT-MetaBAT2-S993.96_contig_3638033_6		rank: C;arabinogalactan oligomer / maltooligosaccharide transport system permease protein (db=kegg)	K15772
906	P38595	MEGAHIT-MetaBAT2-S993.96_contig_3638036_15		rank: C;flagellar hook protein FlgE (db=kegg)	K02390
907	P38607	MEGAHIT-MetaBAT2-S993.96_contig_3638073_1		rank: C;twitching motility protein PilT (db=kegg)	K02669
908	P38615	MEGAHIT-MetaBAT2-S993.96_contig_3638077_13		rank: D;Mitochondrial biogenesis AIM24 [PF01987.22] (db=pfam)	NA
909	P38624	MEGAHIT-MetaBAT2-S993.96_contig_3638085_34		rank: C;small subunit ribosomal protein S12 (db=kegg)	K02950
910	P38625	MEGAHIT-MetaBAT2-S993.96_contig_3638085_35		rank: C;small subunit ribosomal protein S7 (db=kegg)	K02992
911	P38676	MEGAHIT-MetaBAT2-S993.96_contig_3638169_6		rank: C;large subunit ribosomal protein L2 (db=kegg)	K02886
912	P38697	MEGAHIT-MetaBAT2-S993.96_contig_3638218_5		rank: C;protein tyrosine kinase modulator (db=kegg)	K19420
913	P38705	MEGAHIT-MetaBAT2-S993.96_contig_3638228_9		rank: C;electron transfer flavoprotein alpha subunit (db=kegg)	K03522
914	P38717	MEGAHIT-MetaBAT2-S993.96_contig_3638291_3		rank: E	NA
915	P38736	group10_bins.149_contig_6234281_4		rank: D;Protein export membrane protein [PF02355.21];SecDF, P1 head subdomain [PF22599.1];Protein translocase subunit SecDF, P1 domain, N-terminal [PF21760.2] (db=pfam)	NA
916	P38843	group10_bins.399_contig_660971_4		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
917	P38919	group10_bins.56_contig_5599054_3		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
918	P39153	group3_bins.134_contig_161147_6		rank: D;Bacterial Ig-like domain [PF22359.1];Bacterial Ig-like domain (group 2) [PF02368.23] (db=pfam)	NA
919	P39472	group3_bins.183_contig_1475931_28		rank: D;Tryptophan transporter TrpP [PF17099.10] (db=pfam)	NA
920	P39481	group3_bins.183_contig_1475971_14		rank: C;putative multiple sugar transport system substrate-binding protein (db=kegg)	K10546
921	P39493	group3_bins.183_contig_1476011_2		rank: D;Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.25];Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.29] (db=pfam)	NA
922	P39571	group3_bins.202_contig_5016212_1		rank: D;Elongation factor Tu GTP binding domain [PF00009.32] (db=pfam)	NA
923	P39577	group3_bins.202_contig_5016217_5		rank: C;F-type H+-transporting ATPase subunit b (db=kegg)	K02109
924	P39580	group3_bins.202_contig_5016220_3		rank: C;large subunit ribosomal protein L9 (db=kegg)	K02939
925	P39584	group3_bins.202_contig_5016241_7		rank: D;Hsp70 protein [PF00012.25] (db=pfam)	NA
926	P39594	group3_bins.202_contig_5016270_13		rank: C;large subunit ribosomal protein L4 (db=kegg)	K02926
927	P39596	group3_bins.202_contig_5016270_15		rank: C;small subunit ribosomal protein S10 (db=kegg)	K02946
928	P39608	group3_bins.202_contig_5016312_2		rank: D;Universal stress protein family [PF00582.31] (db=pfam)	NA
929	P39609	group3_bins.202_contig_5016315_1		rank: C;ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)	K00053
930	P39610	group3_bins.202_contig_5016320_1		rank: D;Iron-containing alcohol dehydrogenase [PF00465.24];Iron-containing alcohol dehydrogenase [PF13685.11] (db=pfam)	NA
931	P39613	group3_bins.202_contig_5016329_3		rank: E	NA
932	P39623	group3_bins.202_contig_5016360_7		rank: D;Molybdopterin oxidoreductase [PF00384.27];Molydopterin dinucleotide binding domain [PF01568.26] (db=pfam)	NA
933	P39626	group3_bins.202_contig_5016361_2		rank: C;L-lactate dehydrogenase complex protein LldG (db=kegg)	K00782
934	P39637	group3_bins.202_contig_5016390_2		rank: C;enolase 1/2/3 [EC:4.2.1.11] (db=kegg)	K01689
935	P39638	group3_bins.202_contig_5016396_1		rank: C;aldehyde oxidoreductase [EC:1.2.99.7] (db=kegg)	K07469
936	P39655	group3_bins.202_contig_5016441_11		rank: C;thioredoxin-dependent peroxiredoxin [EC:1.11.1.24] (db=kegg)	K11065
937	P39666	group3_bins.202_contig_5016509_4		rank: C;quinone-modifying oxidoreductase, subunit QmoA (db=kegg)	K16885
938	P39669	group3_bins.202_contig_5016509_7		rank: E	NA
939	P39676	group3_bins.202_contig_5016533_5		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
940	P39694	group3_bins.206_contig_3806427_9		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
941	P39979	group4_bins.141_contig_3115351_1		rank: C;acetate kinase [EC:2.7.2.1] (db=kegg)	K00925
942	P39990	group4_bins.141_contig_3115360_10		rank: D;Ricin-type beta-trefoil lectin domain-like [PF14200.11] (db=pfam)	NA
