Protein	gene	Indistinguishable.Proteins	Description	ko_id
762	P26456	MEGAHIT-MetaBAT2-S958.133_contig_3010788_1		rank: D;S-layer homology domain [PF00395.25];Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.25] (db=pfam)	NA
763	P26501	MEGAHIT-MetaBAT2-S958.133_contig_3010862_1		rank: C;cysteinyl-tRNA synthetase [EC:6.1.1.16] (db=kegg)	K01883
764	P26503	MEGAHIT-MetaBAT2-S958.133_contig_3010867_4		rank: C;large subunit ribosomal protein L27 (db=kegg)	K02899
765	P26520	MEGAHIT-MetaBAT2-S958.133_contig_3010884_13		rank: C;cell division initiation protein (db=kegg)	K04074
766	P26626	MEGAHIT-MetaBAT2-S958.173_contig_1707495_1		rank: C;cell division protein FtsZ (db=kegg)	K03531
767	P26650	MEGAHIT-MetaBAT2-S958.173_contig_1707577_3		rank: C;solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5 (db=kegg)	K14445
768	P26699	MEGAHIT-MetaBAT2-S958.173_contig_1707708_1		rank: C;excinuclease ABC subunit B (db=kegg)	K03702
769	P26768	MEGAHIT-MetaBAT2-S959.110_contig_6841160_1		rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)	K03046
770	P26775	MEGAHIT-MetaBAT2-S959.110_contig_6841226_9		rank: C;cellobiose transport system substrate-binding protein (db=kegg)	K10240
771	P26809	MEGAHIT-MetaBAT2-S959.110_contig_6841567_6		rank: D;POT family [PF00854.26] (db=pfam)	NA
772	P26852	MEGAHIT-MetaBAT2-S959.123_contig_5422984_1		rank: E	NA
773	P26854	MEGAHIT-MetaBAT2-S959.123_contig_5422984_3		rank: D;Putative zinc-binding metallo-peptidase [PF15890.10] (db=pfam)	NA
774	P26921	MEGAHIT-MetaBAT2-S959.81_contig_4216947_2		rank: C;ribosome-binding ATPase (db=kegg)	K06942
775	P26951	MEGAHIT-MetaBAT2-S960.129_contig_5745793_1		rank: D;KH-domain-like of EngA bacterial GTPase enzymes, C-terminal [PF14714.11];Elongation factor Tu GTP binding domain [PF00009.32] (db=pfam)	NA
776	P26961	MEGAHIT-MetaBAT2-S960.192_contig_80403_8	MEGAHIT-MetaBAT2-S966.83_contig_5899520_1	rank: C;succinate dehydrogenase cytochrome b subunit (db=kegg)	K00241
777	P26970	MEGAHIT-MetaBAT2-S960.192_contig_80406_27	MEGAHIT-MetaBAT2-S966.83_contig_5899636_2	rank: C;ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1] (db=kegg)	K00525
778	P27000	MEGAHIT-MetaBAT2-S960.192_contig_80411_139		rank: C;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] (db=kegg)	K01610
779	P27008	MEGAHIT-MetaBAT2-S960.192_contig_80411_47		rank: D;Glycosyl hydrolase family 85 [PF03644.18];Concanavalin A-like lectin/glucanases superfamily [PF13385.12] (db=pfam)	NA
780	P27012	MEGAHIT-MetaBAT2-S960.192_contig_80411_80		rank: C;alpha-amylase [EC:3.2.1.1] (db=kegg)	K07405
781	P27022	MEGAHIT-MetaBAT2-S960.192_contig_80413_12	MEGAHIT-MetaBAT2-S966.83_contig_5899355_7	rank: C;large subunit ribosomal protein L22 (db=kegg)	K02890
782	P27038	MEGAHIT-MetaBAT2-S960.192_contig_80414_16		rank: D;Tetratricopeptide repeat-like domain [PF09976.14];Soluble NSF attachment protein, SNAP [PF14938.11] (db=pfam)	NA
783	P27072	MEGAHIT-MetaBAT2-S960.192_contig_80419_13		rank: D;Outer membrane protein Omp28 [PF11551.13] (db=pfam)	NA
784	P27080	MEGAHIT-MetaBAT2-S960.192_contig_80420_1		rank: E	NA
785	P27094	MEGAHIT-MetaBAT2-S960.192_contig_80422_24		rank: D;Concanavalin A-like lectin/glucanases superfamily [PF13385.12];Pentaxin family [PF00354.23] (db=pfam)	NA
786	P27114	MEGAHIT-MetaBAT2-S960.192_contig_80423_87	MEGAHIT-MetaBAT2-S966.83_contig_5899448_1	rank: C;putative transport protein (db=kegg)	K07085
787	P27160	MEGAHIT-MetaBAT2-S960.192_contig_80426_9		rank: E	NA
788	P27165	MEGAHIT-MetaBAT2-S960.192_contig_80427_6		rank: D;Domain of unknown function (DUF6359) [PF19886.4];Family of unknown function (DUF5689) [PF18942.5] (db=pfam)	NA
789	P27227	MEGAHIT-MetaBAT2-S960.192_contig_80440_24	MEGAHIT-MetaBAT2-S966.83_contig_5899340_2	rank: C;F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1] (db=kegg)	K02112
790	P27261	MEGAHIT-MetaBAT2-S960.192_contig_80444_2		rank: D;Peptidase M60, enhancin and enhancin-like [PF13402.11] (db=pfam)	NA
791	P27265	MEGAHIT-MetaBAT2-S960.192_contig_80444_31		rank: D;Domain of unknown function (DUF4270) [PF14092.11] (db=pfam)	NA
792	P27299	MEGAHIT-MetaBAT2-S960.192_contig_80448_17	MEGAHIT-MetaBAT2-S966.83_contig_5899432_6	rank: C;rubrerythrin (db=kegg)	K19824
793	P27315	MEGAHIT-MetaBAT2-S960.192_contig_80448_86		rank: C;alpha-L-fucosidase 2 [EC:3.2.1.51] (db=kegg)	K15923
794	P27346	MEGAHIT-MetaBAT2-S960.200_contig_236421_1		rank: D;ABC transporter [PF00005.32] (db=pfam)	NA
795	P27350	MEGAHIT-MetaBAT2-S960.208_contig_413915_2		rank: C;triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)	K01803
796	P27452	MEGAHIT-MetaBAT2-S961.20_contig_4773497_37		rank: D;CobW/HypB/UreG, nucleotide-binding domain [PF02492.24];Cobalamin synthesis protein cobW C-terminal domain [PF07683.19] (db=pfam)	NA
797	P27479	MEGAHIT-MetaBAT2-S961.20_contig_4773541_3		rank: C;glutamate synthase (NADPH) small chain [EC:1.4.1.13] (db=kegg)	K00266
798	P27527	MEGAHIT-MetaBAT2-S961.20_contig_4773636_2		rank: C;uncharacterized protein (db=kegg)	K07080
799	P27541	MEGAHIT-MetaBAT2-S961.221_contig_6508402_17		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
800	P27692	MEGAHIT-MetaBAT2-S962.117_contig_4866389_7		rank: C;D-lactate dehydrogenase [EC:1.1.1.28] (db=kegg)	K03778
801	P27765	MEGAHIT-MetaBAT2-S962.117_contig_4866420_3		rank: C;chromate reductase, NAD(P)H dehydrogenase (quinone) (db=kegg)	K19784
802	P27917	MEGAHIT-MetaBAT2-S962.187_contig_2556188_15		rank: C;elongation factor Tu (db=kegg)	K02358
803	P27996	MEGAHIT-MetaBAT2-S962.24_contig_2292087_2		rank: C;DNA gyrase subunit B [EC:5.6.2.2] (db=kegg)	K02470
804	P28011	MEGAHIT-MetaBAT2-S962.24_contig_2292097_6		rank: C;host factor-I protein (db=kegg)	K03666
805	P28048	MEGAHIT-MetaBAT2-S962.24_contig_2292108_23		rank: D;Diguanylate cyclase, GGDEF domain [PF00990.26];MASE6 [PF20966.2] (db=pfam)	NA
806	P28125	MEGAHIT-MetaBAT2-S962.24_contig_2292144_8		rank: D;LysR substrate binding domain [PF03466.25];Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.32] (db=pfam)	NA
807	P28232	MEGAHIT-MetaBAT2-S962.24_contig_2292175_7		rank: C;translation initiation factor IF-2 (db=kegg)	K02519
808	P28301	MEGAHIT-MetaBAT2-S962.24_contig_2292206_3		rank: E	NA
809	P28353	MEGAHIT-MetaBAT2-S962.24_contig_2292233_25		rank: C;two-component system, OmpR family, response regulator ResD (db=kegg)	K07775
810	P28429	MEGAHIT-MetaBAT2-S962.24_contig_2292270_5		rank: C;oligopeptide transport system substrate-binding protein (db=kegg)	K15580
811	P28672	MEGAHIT-MetaBAT2-S962.80_contig_4191305_3		rank: D;Peptidase C10 family [PF01640.22];Spi protease inhibitor [PF13734.11] (db=pfam)	NA
812	P28707	MEGAHIT-MetaBAT2-S962.80_contig_4191348_4		rank: D;Domain of unknown function (DUF4960) [PF16324.10] (db=pfam)	NA
813	P28787	MEGAHIT-MetaBAT2-S962.8_contig_3132891_13		rank: D;Rubrerythrin [PF02915.22];Rubrerythrin, rubredoxin-like domain [PF21349.2] (db=pfam)	NA
814	P28938	MEGAHIT-MetaBAT2-S964.152_contig_6810529_14		rank: C;galactofuranose transport system ATP-binding protein [EC:7.5.2.9] (db=kegg)	K10820
815	P28975	MEGAHIT-MetaBAT2-S964.154_contig_4541853_2		rank: C;transcription termination/antitermination protein NusA (db=kegg)	K02600
816	P29008	MEGAHIT-MetaBAT2-S964.154_contig_4541966_2		rank: D;YtxH-like protein [PF12732.12] (db=pfam)	NA
817	P29024	MEGAHIT-MetaBAT2-S964.154_contig_4541995_5		rank: E	NA
818	P29097	MEGAHIT-MetaBAT2-S964.154_contig_4542123_5		rank: E	NA
819	P29165	MEGAHIT-MetaBAT2-S964.185_contig_75058_4		rank: C;electron transfer flavoprotein beta subunit (db=kegg)	K03521
820	P29355	MEGAHIT-MetaBAT2-S964.235_contig_162305_2		rank: D;AAA domain (Cdc48 subfamily) [PF07724.19];AAA lid domain [PF17871.6];C-terminal, D2-small domain, of ClpB protein [PF10431.14];ATPase family associated with various cellular activities (AAA) [PF00004.34];AAA domain (dynein-related subfamily) [PF07728.19];Sigma-54 interaction domain [PF00158.31];ATPase domain predominantly from Archaea [PF01637.23];Bacterial TniB protein [PF05621.16] (db=pfam)	NA
821	P29536	MEGAHIT-MetaBAT2-S965.170_contig_623712_21		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
822	P29548	MEGAHIT-MetaBAT2-S965.170_contig_623722_5	group9_bins.348_contig_6928411_10	rank: C;large subunit ribosomal protein L17 (db=kegg)	K02879
823	P29610	MEGAHIT-MetaBAT2-S965.5_contig_5940071_6		rank: C;mannose PTS system EIIC component (db=kegg)	K02795
824	P29627	MEGAHIT-MetaBAT2-S966.102_contig_6246593_5		rank: C;peptide/nickel transport system substrate-binding protein (db=kegg)	K02035
825	P29653	MEGAHIT-MetaBAT2-S966.102_contig_6246609_31		rank: C;basic membrane protein A and related proteins (db=kegg)	K07335
826	P29731	MEGAHIT-MetaBAT2-S966.102_contig_6246710_3		rank: C;carbohydrate diacid regulator (db=kegg)	K02647
827	P29785	MEGAHIT-MetaBAT2-S966.102_contig_6246761_2		rank: C;6-phosphofructokinase 1 [EC:2.7.1.11] (db=kegg)	K00850
828	P29820	MEGAHIT-MetaBAT2-S966.102_contig_6246792_9		rank: C;carbamate kinase [EC:2.7.2.2] (db=kegg)	K00926
829	P29958	MEGAHIT-MetaBAT2-S966.75_contig_3755918_4		rank: C;ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)	K00053
830	P29962	MEGAHIT-MetaBAT2-S966.75_contig_3755944_5	MEGAHIT-MetaBAT2-S967.229_contig_6869683_1, group9_bins.264_contig_5619682_72	rank: C;flagellar hook protein FlgE (db=kegg)	K02390
831	P30081	MEGAHIT-MetaBAT2-S966.83_contig_5899659_1		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
832	P30095	MEGAHIT-MetaBAT2-S967.21_contig_2744981_2		rank: C;fructose-bisphosphate aldolase, class I [EC:4.1.2.13] (db=kegg)	K11645
833	P30097	MEGAHIT-MetaBAT2-S967.21_contig_2744981_22		rank: C;large subunit ribosomal protein L7/L12 (db=kegg)	K02935
834	P30101	MEGAHIT-MetaBAT2-S967.21_contig_2744981_8		rank: D;Phosphate acetyl/butaryl transferase [PF01515.24] (db=pfam)	NA
835	P30102	MEGAHIT-MetaBAT2-S967.21_contig_2744982_4		rank: C;ribosome hibernation promoting factor (db=kegg)	K05808
836	P30108	MEGAHIT-MetaBAT2-S967.21_contig_2744986_6		rank: C;single-strand DNA-binding protein (db=kegg)	K03111
837	P30112	MEGAHIT-MetaBAT2-S967.21_contig_2744989_8		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
838	P30117	MEGAHIT-MetaBAT2-S967.21_contig_2744993_16		rank: C;putative selenate reductase molybdopterin-binding subunit (db=kegg)	K12528
839	P30124	MEGAHIT-MetaBAT2-S967.21_contig_2744993_7		rank: C;elongation factor Ts (db=kegg)	K02357
840	P30131	MEGAHIT-MetaBAT2-S967.21_contig_2744999_4		rank: D;Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.11];Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];NADH-ubiquinone oxidoreductase-F iron-sulfur binding region [PF10589.14];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11];Flavin-binding monooxygenase-like [PF00743.24];NAD(P)-binding Rossmann-like domain [PF13450.11];Thi4 family [PF01946.22];Pyridine nucleotide-disulphide oxidoreductase [PF00070.32];FAD binding domain [PF00890.29];FAD binding domain [PF01494.24];HI0933-like protein Rossmann domain [PF03486.19];FAD dependent oxidoreductase [PF01266.29];Flavin containing amine oxidoreductase [PF01593.29] (db=pfam)	NA
841	P30133	MEGAHIT-MetaBAT2-S967.21_contig_2745009_1		rank: C;large subunit ribosomal protein L1 (db=kegg)	K02863
842	P30155	MEGAHIT-MetaBAT2-S967.21_contig_2745025_25		rank: D;DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.22];Aminotransferase class-V [PF00266.24];Cys/Met metabolism PLP-dependent enzyme [PF01053.25];Beta-eliminating lyase [PF01212.26];Orn/Lys/Arg decarboxylase, major domain [PF01276.25] (db=pfam)	NA
843	P30158	MEGAHIT-MetaBAT2-S967.21_contig_2745026_20		rank: C;eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1] (db=kegg)	K12132
844	P30173	MEGAHIT-MetaBAT2-S967.21_contig_2745031_8		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
845	P30179	MEGAHIT-MetaBAT2-S967.21_contig_2745035_7		rank: C;transketolase [EC:2.2.1.1] (db=kegg)	K00615
846	P30180	MEGAHIT-MetaBAT2-S967.21_contig_2745035_8		rank: C;transaldolase [EC:2.2.1.2] (db=kegg)	K00616
847	P30186	MEGAHIT-MetaBAT2-S967.21_contig_2745042_8		rank: D;SPFH domain / Band 7 family [PF01145.30] (db=pfam)	NA
848	P30187	MEGAHIT-MetaBAT2-S967.21_contig_2745042_9		rank: E	NA
849	P30192	MEGAHIT-MetaBAT2-S967.21_contig_2745051_1		rank: C;D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399] (db=kegg)	K00058
850	P30203	MEGAHIT-MetaBAT2-S967.21_contig_2745073_17		rank: C;putative selenate reductase [EC:1.97.1.9] (db=kegg)	K12527
851	P30212	MEGAHIT-MetaBAT2-S967.21_contig_2745079_11		rank: C;type IV pilus assembly protein PilB (db=kegg)	K02652
852	P30218	MEGAHIT-MetaBAT2-S967.21_contig_2745079_5		rank: C;type IV pilus assembly protein PilN (db=kegg)	K02663
853	P30223	MEGAHIT-MetaBAT2-S967.21_contig_2745083_13		rank: C;asparaginyl-tRNA synthetase [EC:6.1.1.22] (db=kegg)	K01893
854	P30231	MEGAHIT-MetaBAT2-S967.21_contig_2745090_21		rank: C;large subunit ribosomal protein L23 (db=kegg)	K02892
855	P30232	MEGAHIT-MetaBAT2-S967.21_contig_2745090_22		rank: C;large subunit ribosomal protein L2 (db=kegg)	K02886
856	P30238	MEGAHIT-MetaBAT2-S967.21_contig_2745090_29		rank: C;large subunit ribosomal protein L14 (db=kegg)	K02874
857	P30239	MEGAHIT-MetaBAT2-S967.21_contig_2745090_3		rank: D;GGGtGRT protein [PF14057.11] (db=pfam)	NA
858	P30241	MEGAHIT-MetaBAT2-S967.21_contig_2745090_31		rank: C;large subunit ribosomal protein L5 (db=kegg)	K02931
859	P30243	MEGAHIT-MetaBAT2-S967.21_contig_2745090_34		rank: C;large subunit ribosomal protein L6 (db=kegg)	K02933
860	P30245	MEGAHIT-MetaBAT2-S967.21_contig_2745090_36		rank: C;small subunit ribosomal protein S5 (db=kegg)	K02988
861	P30251	MEGAHIT-MetaBAT2-S967.21_contig_2745090_43		rank: C;small subunit ribosomal protein S4 (db=kegg)	K02986
862	P30253	MEGAHIT-MetaBAT2-S967.21_contig_2745090_45		rank: C;large subunit ribosomal protein L17 (db=kegg)	K02879
863	P30261	MEGAHIT-MetaBAT2-S967.21_contig_2745092_21		rank: C;small subunit ribosomal protein S16 (db=kegg)	K02959
864	P30285	MEGAHIT-MetaBAT2-S967.21_contig_2745109_35		rank: E	NA
865	P30288	MEGAHIT-MetaBAT2-S967.21_contig_2745116_2		rank: E	NA
866	P30291	MEGAHIT-MetaBAT2-S967.21_contig_2745122_14		rank: C;leucyl aminopeptidase [EC:3.4.11.1] (db=kegg)	K01255
867	P30295	MEGAHIT-MetaBAT2-S967.21_contig_2745128_3		rank: D;Phosphotransferase enzyme family [PF01636.28] (db=pfam)	NA
868	P30298	MEGAHIT-MetaBAT2-S967.21_contig_2745130_15		rank: C;molecular chaperone DnaK (db=kegg)	K04043
869	P30302	MEGAHIT-MetaBAT2-S967.21_contig_2745131_21		rank: C;seryl-tRNA synthetase [EC:6.1.1.11] (db=kegg)	K01875
870	P30308	MEGAHIT-MetaBAT2-S967.21_contig_2745148_10		rank: D;Molybdopterin cofactor-binding domain [PF02738.23];Molybdopterin cofactor-binding domain [PF20256.3];Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain [PF01315.27] (db=pfam)	NA
871	P30325	MEGAHIT-MetaBAT2-S967.21_contig_2745158_6		rank: C;phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32] (db=kegg)	K01596
872	P30331	MEGAHIT-MetaBAT2-S967.21_contig_2745159_4		rank: C;twitching motility protein PilT (db=kegg)	K02669
873	P30379	MEGAHIT-MetaBAT2-S967.229_contig_6869547_2		rank: C;type I restriction enzyme, R subunit [EC:3.1.21.3] (db=kegg)	K01153
874	P30387	MEGAHIT-MetaBAT2-S967.229_contig_6869550_16		rank: C;F-type H+-transporting ATPase subunit gamma (db=kegg)	K02115
875	P30401	MEGAHIT-MetaBAT2-S967.229_contig_6869557_2		rank: C;glycerol-3-phosphate dehydrogenase subunit C (db=kegg)	K00113
876	P30430	MEGAHIT-MetaBAT2-S967.229_contig_6869566_16		rank: C;16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182] (db=kegg)	K02528
877	P30460	MEGAHIT-MetaBAT2-S967.229_contig_6869573_6		rank: C;chemotaxis protein CheX (db=kegg)	K03409
878	P30473	MEGAHIT-MetaBAT2-S967.229_contig_6869575_6		rank: C;preprotein translocase subunit SecF (db=kegg)	K03074
879	P30491	MEGAHIT-MetaBAT2-S967.229_contig_6869585_3		rank: C;L-lactate dehydrogenase [EC:1.1.1.27] (db=kegg)	K00016
880	P30495	MEGAHIT-MetaBAT2-S967.229_contig_6869586_13		rank: C;galactofuranose transport system ATP-binding protein [EC:7.5.2.9] (db=kegg)	K10820
881	P30500	MEGAHIT-MetaBAT2-S967.229_contig_6869586_29		rank: C;succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] (db=kegg)	K18118
882	P30502	MEGAHIT-MetaBAT2-S967.229_contig_6869586_31		rank: D;Methylmalonyl-CoA mutase [PF01642.27] (db=pfam)	NA
883	P30509	MEGAHIT-MetaBAT2-S967.229_contig_6869586_7		rank: D;ABC transporter [PF00005.32] (db=pfam)	NA
884	P30531	MEGAHIT-MetaBAT2-S967.229_contig_6869590_13		rank: C;polar amino acid transport system substrate-binding protein (db=kegg)	K02030
885	P30532	MEGAHIT-MetaBAT2-S967.229_contig_6869590_19		rank: C;glutaminyl-tRNA synthetase [EC:6.1.1.18] (db=kegg)	K01886
886	P30539	MEGAHIT-MetaBAT2-S967.229_contig_6869591_3	group9_bins.264_contig_5619654_2, group9_bins.264_contig_5619664_27	rank: C;preprotein translocase subunit SecE (db=kegg)	K03073
887	P30550	MEGAHIT-MetaBAT2-S967.229_contig_6869598_3		rank: D;F420-0:Gamma-glutamyl ligase [PF01996.21] (db=pfam)	NA
888	P30574	MEGAHIT-MetaBAT2-S967.229_contig_6869606_4		rank: C;fructose-bisphosphate aldolase, class II [EC:4.1.2.13] (db=kegg)	K01624
889	P30580	MEGAHIT-MetaBAT2-S967.229_contig_6869607_4		rank: C;ribosome maturation factor RimP (db=kegg)	K09748
890	P30581	MEGAHIT-MetaBAT2-S967.229_contig_6869607_5		rank: C;transcription termination/antitermination protein NusA (db=kegg)	K02600
891	P30597	MEGAHIT-MetaBAT2-S967.229_contig_6869610_19		rank: C;GTPase [EC:3.6.5.-] (db=kegg)	K03979
892	P30598	MEGAHIT-MetaBAT2-S967.229_contig_6869610_20	group9_bins.264_contig_5619684_22	rank: C;large subunit ribosomal protein L27 (db=kegg)	K02899
893	P30622	MEGAHIT-MetaBAT2-S967.229_contig_6869615_12		rank: C;aspartyl-tRNA synthetase [EC:6.1.1.12] (db=kegg)	K01876
894	P30634	MEGAHIT-MetaBAT2-S967.229_contig_6869619_13		rank: C;glycogen phosphorylase [EC:2.4.1.1] (db=kegg)	K00688
895	P30635	MEGAHIT-MetaBAT2-S967.229_contig_6869619_14		rank: C;glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] (db=kegg)	K00975
896	P30650	MEGAHIT-MetaBAT2-S967.229_contig_6869621_5		rank: D;Conserved region in glutamate synthase [PF01645.22];4Fe-4S dicluster domain [PF13187.11];4Fe-4S double cluster binding domain [PF13484.11];4Fe-4S dicluster domain [PF13237.11];4Fe-4S dicluster domain [PF12838.12];4Fe-4S dicluster domain [PF14697.11];4Fe-4S dicluster domain [PF13183.11] (db=pfam)	NA
897	P30654	MEGAHIT-MetaBAT2-S967.229_contig_6869622_6		rank: C;large subunit ribosomal protein L31 (db=kegg)	K02909
898	P30657	MEGAHIT-MetaBAT2-S967.229_contig_6869624_14		rank: C;dihydroorotase [EC:3.5.2.3] (db=kegg)	K01465
899	P30669	MEGAHIT-MetaBAT2-S967.229_contig_6869628_13		rank: C;rod shape-determining protein MreB and related proteins (db=kegg)	K03569
900	P30736	MEGAHIT-MetaBAT2-S967.229_contig_6869648_30		rank: C;presequence protease [EC:3.4.24.-] (db=kegg)	K06972
901	P30743	MEGAHIT-MetaBAT2-S967.229_contig_6869648_41		rank: C;lactate dehydrogenase (NAD+,ferredoxin) subunit LctD [EC:1.1.1.436] (db=kegg)	K26113
902	P30755	MEGAHIT-MetaBAT2-S967.229_contig_6869651_3		rank: C;phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] (db=kegg)	K01952
903	P30797	MEGAHIT-MetaBAT2-S967.229_contig_6869661_3		rank: C;2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] (db=kegg)	K00174
904	P30824	MEGAHIT-MetaBAT2-S967.229_contig_6869671_1		rank: C;transketolase [EC:2.2.1.1] (db=kegg)	K00615
905	P30841	MEGAHIT-MetaBAT2-S967.229_contig_6869676_2		rank: C;cellobiose PTS system EIIC component (db=kegg)	K02761
906	P30844	MEGAHIT-MetaBAT2-S967.229_contig_6869676_6		rank: C;6-phospho-beta-glucosidase [EC:3.2.1.86] (db=kegg)	K01223
907	P30860	MEGAHIT-MetaBAT2-S967.229_contig_6869679_22		rank: C;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9] (db=kegg)	K02371
908	P30872	MEGAHIT-MetaBAT2-S967.229_contig_6869679_4		rank: C;methylglyoxal synthase [EC:4.2.3.3] (db=kegg)	K01734
909	P30880	MEGAHIT-MetaBAT2-S967.229_contig_6869681_10		rank: C;phosphoglucomutase [EC:5.4.2.2] (db=kegg)	K01835
910	P30885	MEGAHIT-MetaBAT2-S967.229_contig_6869681_3		rank: C;pantoate--beta-alanine ligase [EC:6.3.2.1] (db=kegg)	K01918
911	P30897	MEGAHIT-MetaBAT2-S967.229_contig_6869684_16		rank: C;heat shock protein HtpX [EC:3.4.24.-] (db=kegg)	K03799
912	P30921	MEGAHIT-MetaBAT2-S967.229_contig_6869687_4		rank: D;Sodium:dicarboxylate symporter family [PF00375.23] (db=pfam)	NA
913	P30946	MEGAHIT-MetaBAT2-S967.229_contig_6869696_12		rank: C;flagellar P-ring protein FlgI (db=kegg)	K02394
914	P30953	MEGAHIT-MetaBAT2-S967.46_contig_3552821_7		rank: C;5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18] (db=kegg)	K01588
915	P31091	MEGAHIT-MetaBAT2-S968.138_contig_2051432_10		rank: C;DNA gyrase subunit A [EC:5.6.2.2] (db=kegg)	K02469
916	P31122	MEGAHIT-MetaBAT2-S968.13_contig_6351424_7		rank: D;Phosphodiester glycosidase [PF09992.14] (db=pfam)	NA
917	P31148	MEGAHIT-MetaBAT2-S968.13_contig_6351449_7	MEGAHIT-MetaBAT2-S970.191_contig_2451139_20	rank: C;methyl-galactoside transport system permease protein (db=kegg)	K10541
918	P31180	MEGAHIT-MetaBAT2-S968.13_contig_6351479_3		rank: C;two-component system, response regulator, stage 0 sporulation protein A (db=kegg)	K07699
919	P31189	MEGAHIT-MetaBAT2-S968.13_contig_6351498_2		rank: D;Domain of unknown function (DUF4349) [PF14257.11] (db=pfam)	NA
920	P31245	MEGAHIT-MetaBAT2-S968.13_contig_6351560_3		rank: C;acetyl-CoA synthase [EC:2.3.1.169] (db=kegg)	K14138
921	P31246	MEGAHIT-MetaBAT2-S968.13_contig_6351560_9		rank: D;SPFH domain-Band 7 family [PF13421.11];Double zinc ribbon [PF12773.12];DNA polymerase II large subunit DP2 [PF03833.18] (db=pfam)	NA
922	P31258	MEGAHIT-MetaBAT2-S968.13_contig_6351569_6		rank: C;multiple sugar transport system permease protein (db=kegg)	K02026
923	P31280	MEGAHIT-MetaBAT2-S968.13_contig_6351591_1		rank: D;Molybdopterin cofactor-binding domain [PF02738.23];[2Fe-2S] binding domain [PF01799.25];Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain [PF01315.27];2Fe-2S iron-sulfur cluster binding domain [PF00111.32] (db=pfam)	NA
924	P31294	MEGAHIT-MetaBAT2-S968.13_contig_6351602_3		rank: D;Carbon monoxide dehydrogenase subunit alpha N-terminal domain [PF18537.6] (db=pfam)	NA
925	P31298	MEGAHIT-MetaBAT2-S968.13_contig_6351610_14		rank: C;large subunit ribosomal protein L10 (db=kegg)	K02864
926	P31368	MEGAHIT-MetaBAT2-S968.150_contig_1399240_9		rank: C;cell division protein FtsZ (db=kegg)	K03531
927	P31417	MEGAHIT-MetaBAT2-S968.229_contig_4505309_1		rank: C;large subunit ribosomal protein L1 (db=kegg)	K02863
928	P31499	MEGAHIT-MetaBAT2-S968.88_contig_2942178_17		rank: E	NA
929	P31543	MEGAHIT-MetaBAT2-S969.89_contig_3779596_1		rank: C;phosphate-selective porin OprO and OprP (db=kegg)	K07221
930	P31603	MEGAHIT-MetaBAT2-S970.119_contig_4140719_19	group10_bins.7_contig_57008_22	rank: C;biopolymer transport protein ExbB (db=kegg)	K03561
931	P31664	MEGAHIT-MetaBAT2-S970.119_contig_4140845_8		rank: C;large subunit ribosomal protein L28 (db=kegg)	K02902
932	P31731	MEGAHIT-MetaBAT2-S970.119_contig_4141003_4		rank: D;ABC transporter [PF00005.32] (db=pfam)	NA
933	P31773	MEGAHIT-MetaBAT2-S970.122_contig_4011715_5		rank: C;cysteine synthase [EC:2.5.1.47] (db=kegg)	K01738
934	P31822	MEGAHIT-MetaBAT2-S970.191_contig_2451081_2		rank: C;small subunit ribosomal protein S7 (db=kegg)	K02992
935	P31883	MEGAHIT-MetaBAT2-S970.191_contig_2451139_19		rank: C;methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11] (db=kegg)	K10542
